De ref,school name,management type,constituency,total enrolment,nearest_school,nearest_management_type,nearest_distance,area
3036131,"St Patrick's Primary School, Glenariff",Catholic Maintained,East Antrim,83.0,"St Mary's Primary School, Cushendall",Catholic Maintained,2.2,15.6
3036139,"St MacNissi's Primary School, Newtownabbey",Catholic Maintained,South Antrim,172.0,"Mossley Primary School, Newtownabbey",Controlled,0.4,0.4
3036147,"St Columba's Primary School, Kilrea",Catholic Maintained,East Londonderry,258.0,"Kilrea Primary School, Coleraine",Controlled,1.1,3.6
3036154,"St Patrick's Primary School, Loughgiel",Catholic Maintained,North Antrim,154.0,"St Anne's Primary School, Loughgiel",Catholic Maintained,3.6,41.6
3036243,"St Joseph's Primary School, Dunloy",Catholic Maintained,North Antrim,312.0,"Garryduff Primary School, Ballymoney",Controlled,3.7,43.7
3036268,"St Ciaran's Primary School, Cushendun",Catholic Maintained,East Antrim,44.0,"Glenann Primary School, Cushendall",Catholic Maintained,3.9,48.7
3036292,"St Patrick's Primary School, Maghera",Catholic Maintained,Mid Ulster,171.0,"St Mary's Primary School, Glenview",Catholic Maintained,2.0,12.0
3036559,"St Patrick's & St Brigid's Primary School, Ballycastle",Catholic Maintained,North Antrim,448.0,Ballycastle Integrated Primary School,Controlled Integrated,0.5,0.7
3036562,"Holy Family Primary School, Magherafelt",Catholic Maintained,Mid Ulster,568.0,Magherafelt Primary School,Controlled,0.4,0.4
3036563,"St Nicholas' Primary School, Carrickfergus",Catholic Maintained,East Antrim,131.0,"Central Integrated Primary School, Carrickfergus",Controlled Integrated,0.3,0.3
3036575,"St MacNissi's Primary School, Larne",Catholic Maintained,East Antrim,169.0,"Moyle Primary School, Larne",Controlled,0.5,0.9
3036666,"St Colmcilles Primary School, Ballymena",Catholic Maintained,North Antrim,425.0,Ballymena Primary School,Controlled,0.6,1.0
3036679,"St Brigid's Primary School, Ballymena",Catholic Maintained,North Antrim,387.0,"Braidside Integratead Primary School, Ballymena",GMI,0.6,1.1
3036683,"St Paul's Primary School, Ahoghill",Catholic Maintained,North Antrim,26.0,"Fourtowns Primary School, Ahoghill",Controlled,0.9,2.6
3036704,"Mary Queen of Peace Primary School, Cargan",Catholic Maintained,North Antrim,227.0,Clough Primary School,Controlled,3.5,38.4
3046653,"Gaelscoil An Chaistil, Ballycastle",Other Maintained,North Antrim,100.0,"St Patrick's & St Brigid's Primary School, Ballycastle",Catholic Maintained,0.8,2.0
3046678,"Gaelscoil Na Speirini, Draperstown",Other Maintained,Mid Ulster,79.0,"St Columba's Primary School, Straw",Catholic Maintained,0.0,0.0
3046684,"Gaelscoil Ghleann Darach, Crumlin",Other Maintained,South Antrim,99.0,"St Joseph's Primary School, Crumlin",Catholic Maintained,0.0,0.0
3046685,"Gaelscoil Eanna, Glengormley",Other Maintained,Belfast North,213.0,"Glengormley Integrated Primary School, Newtownabbey",Controlled Integrated,1.0,3.3
3046691,"Gaelscoil an tSeanchai, Magherafelt",Other Maintained,Mid Ulster,128.0,"Holy Family Primary School, Magherafelt",Catholic Maintained,0.5,0.9
3050519,"Carnlough Integrated Primary School, Ballymena",Controlled Integrated,East Antrim,27.0,"St John's Primary School, Carnlough",Catholic Maintained,0.5,0.8
3050791,"Glengormley Integrated Primary School, Newtownabbey",Controlled Integrated,Belfast North,268.0,"St Bernard's Primary School, Newtownabbey",Catholic Maintained,0.5,0.7
3050841,"Central Integrated Primary School, Carrickfergus",Controlled Integrated,East Antrim,140.0,"St Nicholas' Primary School, Carrickfergus",Catholic Maintained,0.3,0.3
3050859,Crumlin Integrated Primary School,Controlled Integrated,South Antrim,150.0,"St Joseph's Primary School, Crumlin",Catholic Maintained,1.2,4.3
3050866,Ballymoney Model Controlled Integrated Primary School,Controlled Integrated,North Antrim,363.0,"St Brigid's Primary School, Ballymoney",Catholic Maintained,0.5,0.9
3050899,"Seaview Integrated Primary School, Glenarm",Controlled Integrated,East Antrim,108.0,"St John's Primary School, Carnlough",Catholic Maintained,3.5,38.1
3052071,"Carhill Integrated Primary School, Garvagh",Controlled Integrated,East Londonderry,77.0,St Patrick's & St Joseph's Primary School,Catholic Maintained,3.8,45.2
3053333,Ballycastle Integrated Primary School,Controlled Integrated,North Antrim,200.0,"St Patrick's & St Brigid's Primary School, Ballycastle",Catholic Maintained,0.5,0.7
3056231,Six Mile Integrated Primary School,Controlled Integrated,South Antrim,247.0,"St Joseph's Primary School, Antrim",Catholic Maintained,0.7,1.4
3056248,Round Tower Integrated Primary School,Controlled Integrated,South Antrim,252.0,"St Comgall's Primary School, Antrim",Catholic Maintained,1.2,4.4
3056708,Mallusk Controlled Integrated Primary School,Controlled Integrated,South Antrim,123.0,Mossgrove Primary School,Controlled,2.0,13.2
3066544,"Mill Strand Integrated Primary School, Portrush",GMI,East Londonderry,409.0,Portrush Primary School,Controlled,1.0,3.2
3066551,"Braidside Integratead Primary School, Ballymena",GMI,North Antrim,319.0,"St Brigid's Primary School, Ballymena",Catholic Maintained,0.6,1.1
3066561,"Corran Integrated Primary School, Larne",GMI,East Antrim,220.0,"Linn Primary School, Larne",Controlled,1.4,6.5
3066568,"Acorn Integrated Primary School, Carrickfergus",GMI,East Antrim,223.0,"Victoria Primary School, Carrickfergus",Controlled,0.2,0.1
3066613,"Spires Integrated Primary School, Magherafelt",GMI,Mid Ulster,210.0,"Gaelscoil an tSeanchai, Magherafelt",Other Maintained,1.7,8.6
3066652,"Maine Integrated Primary School, Randalstown",GMI,South Antrim,152.0,Randalstown Central Primary School,Controlled,0.8,2.2
4010512,"McKinney Primary School, Dundrod",Controlled,South Antrim,158.0,"Straidhavern Primary School, Crumlin",Controlled,3.9,46.9
4010720,"Ballycarrickmaddy Primary School, Lisburn",Controlled,South Antrim,196.0,"Ballymacward Primary School, Lisburn",Catholic Maintained,4.0,49.6
4010743,"Largymore Primary School, Lisburn",Controlled,Lagan Valley,194.0,"Fort Hill Integrated Primary School, Lisburn",Controlled Integrated,0.7,1.5
4010762,"Brownlee Primary School, Lisburn",Controlled,Lagan Valley,198.0,"St Joseph's Primary School, Lisburn",Catholic Maintained,0.2,0.1
4010788,Dunmurry Primary School,Controlled,Lagan Valley,217.0,"Seymour Hill Primary School, Belfast",Controlled,0.7,1.4
4010807,Lisburn Central Primary School,Controlled,Lagan Valley,213.0,"Tonagh Primary School, Lisburn",Controlled,0.6,1.3
4010882,"Seymour Hill Primary School, Belfast",Controlled,Lagan Valley,254.0,Oakwood Integrated Primary School,GMI,0.6,1.1
4010885,"Tonagh Primary School, Lisburn",Controlled,Lagan Valley,228.0,Lisburn Central Primary School,Controlled,0.6,1.3
4011265,"Ballyvester Primary School, Donaghadee",Controlled,North Down,116.0,Donaghadee Primary School,Controlled,2.3,16.0
4011300,"Greyabbey Primary School, Newtownards",Controlled,Strangford,78.0,"Ballywalter Primary School, Ballywater",Controlled,4.8,72.2
4011310,"Carrickmannon Primary School, Ballygowan",Controlled,Strangford,87.0,"Alexander Dickson Primary School, Ballygowan",Controlled,2.4,18.7
4011345,Newtownards Model Primary School,Controlled,Strangford,396.0,Regent House Preparatory,Controlled,0.4,0.4
4011373,"Kirkistown Primary School, Newtownards",Controlled,Strangford,56.0,"Portavogie Primary School, Newtownards",Controlled,2.6,20.5
4011462,"Castle Gardens Primary School, Newtownards",Controlled,Strangford,328.0,"Abbey Primary School, Newtownards",Controlled,0.9,2.3
4011488,"Victoria Primary School, Ballyhalbert",Controlled,Strangford,105.0,"Portavogie Primary School, Newtownards",Controlled,4.1,51.9
4011507,"Portavogie Primary School, Newtownards",Controlled,Strangford,219.0,"Kirkistown Primary School, Newtownards",Controlled,2.6,20.5
4011566,"Ballywalter Primary School, Ballywater",Controlled,Strangford,157.0,"Greyabbey Primary School, Newtownards",Controlled,4.8,72.2
4011567,Ballynahinch Primary School,Controlled,Strangford,235.0,"St Patrick's Primary School, Ballynahinch",Catholic Maintained,0.8,1.8
4011578,"Derryboy Primary School, Crossgar",Controlled,Strangford,75.0,"St Caolan's Primary School, Saintfield",Catholic Maintained,2.4,18.3
4011584,"Carr Primary School, Lisburn",Controlled,Lagan Valley,90.0,"Carryduff Primary School, Belfast",Controlled,3.6,41.1
4011587,Dundonald Primary School,Controlled,Belfast East,858.0,"Brooklands Primary School, Belfast",Controlled,0.7,1.6
4011588,Comber Primary School,Controlled,Strangford,370.0,"St Mary's Primary School, Comber",Catholic Maintained,0.6,1.2
4011606,"Gilnahirk Primary School, Belfast",Controlled,Belfast East,412.0,"Braniel Primary School, Belfast",Controlled,1.5,7.3
4011608,Anahilt Primary School,Controlled,Lagan Valley,149.0,Riverdale Primary School,Controlled,4.7,68.3
4011619,Dromara Primary School,Controlled,Lagan Valley,162.0,"St Michael's Primary School, Finnis",Catholic Maintained,2.2,15.2
4011631,Holywood Primary School,Controlled,North Down,455.0,"St Patrick's Primary School, Holywood",Catholic Maintained,0.3,0.2
4011632,"Cregagh Primary School, Belfast",Controlled,Belfast East,149.0,Downey House Preparatory School,Voluntary,0.7,1.6
4011645,"Crawfordsburn Primary School, Bangor",Controlled,North Down,191.0,Rathmore Primary School,Controlled,1.4,6.3
4011646,"Victoria Primary School, Newtownards",Controlled,Strangford,442.0,"St Finian's Primary School, Newtownards",Catholic Maintained,0.3,0.4
4011650,"Ballyholme Primary School, Bangor",Controlled,North Down,620.0,"Towerview Primary School, Bangor",Controlled,1.1,3.8
4011654,Donaghadee Primary School,Controlled,North Down,444.0,"St Anne's Primary School, Donaghadee",Catholic Maintained,0.3,0.3
4011657,"Lisnasharragh Primary School, Belfast",Controlled,Belfast East,369.0,"Loughview Integrated Primary School, Belfast",GMI,0.9,2.3
4011670,"Clandeboye Primary School, Bangor",Controlled,North Down,297.0,"St Comgall's Primary School, Bangor",Catholic Maintained,0.7,1.7
4011674,"Knockbreda Primary School, Belfast",Controlled,Belfast South,142.0,"St Bernards Primary School, Belfast",Catholic Maintained,0.1,0.0
4011681,Millisle Primary School,Controlled,North Down,228.0,"Ballyvester Primary School, Donaghadee",Controlled,2.8,24.8
4011683,"Braniel Primary School, Belfast",Controlled,Belfast East,417.0,"Leadhill Primary School, Belfast",Controlled,0.9,2.5
4011698,Newcastle Primary School,Controlled,South Down,217.0,"St Mary's Primary School, Newcastle",Catholic Maintained,0.3,0.4
4011699,Moneyrea Primary School,Controlled,Strangford,253.0,"St Joseph's Primary School, Carryduff",Catholic Maintained,3.7,43.4
4013013,"Belvoir Park Primary School, Belfast",Controlled,Belfast South,262.0,"St Ita's Primary School, Belfast",Catholic Maintained,1.3,5.6
4013023,"Bloomfield Primary School, Bangor",Controlled,North Down,423.0,"Ballymagee Primary School, Bangor",Controlled,1.3,5.3
4013024,"Cairnshill Primary School, Belfast",Controlled,Belfast South,552.0,"St Ita's Primary School, Belfast",Catholic Maintained,1.4,6.0
4013043,"Leadhill Primary School, Belfast",Controlled,Belfast East,144.0,"Loughview Integrated Primary School, Belfast",GMI,0.6,1.3
4013044,"Carryduff Primary School, Belfast",Controlled,Belfast South,181.0,"St Joseph's Primary School, Carryduff",Catholic Maintained,1.8,9.8
4013045,"Grange Park Primary School, Bangor",Controlled,North Down,390.0,"St Comgall's Primary School, Bangor",Catholic Maintained,0.4,0.4
4013046,"Alexander Dickson Primary School, Ballygowan",Controlled,Strangford,84.0,"Carrickmannon Primary School, Ballygowan",Controlled,2.4,18.7
4013305,"Harmony Hill Primary School, Lisburn",Controlled,Lagan Valley,659.0,"St Colman's Primary School, Lisburn",Catholic Maintained,0.7,1.3
4013334,"Knockmore Primary School, Lisburn",Controlled,Lagan Valley,233.0,"St Aloysius Primary School, Lisburn",Catholic Maintained,0.7,1.4
4016002,"Kilcooley Primary School, Bangor",Controlled,North Down,241.0,"St Malachy's Primary School, Bangor",Catholic Maintained,0.6,1.0
4016004,"Londonderry Primary School, Newtownards",Controlled,Strangford,404.0,"St Finian's Primary School, Newtownards",Catholic Maintained,0.8,2.2
4016020,"Carrowdore Primary School, Newtownards",Controlled,Strangford,170.0,Millisle Primary School,Controlled,3.5,39.4
4016067,Rathmore Primary School,Controlled,North Down,551.0,"Grange Park Primary School, Bangor",Controlled,1.0,3.4
4016083,"West Winds Primary School, Newtownards",Controlled,Strangford,178.0,Regent House Preparatory,Controlled,1.0,3.4
4016104,Moira Primary School,Controlled,Lagan Valley,438.0,"Rowandale Integrated Primary School, Moira",GMI,2.3,16.3
4016111,"Towerview Primary School, Bangor",Controlled,North Down,459.0,"Ballyholme Primary School, Bangor",Controlled,1.1,3.8
4016123,"Spa Primary School, Ballynahinch",Controlled,South Down,200.0,Ballynahinch Primary School,Controlled,2.7,22.1
4016126,"Andrews Memorial Primary School, Newtownards",Controlled,Strangford,387.0,"St Mary's Primary School, Comber",Catholic Maintained,1.5,7.2
4016144,"Old Warren Primary School, Lisburn",Controlled,Lagan Valley,137.0,Lisburn Central Primary School,Controlled,0.9,2.4
4016145,"Killowen Primary School, Lisburn",Controlled,Lagan Valley,421.0,"Pond Park Primary School, Lisburn",Controlled,0.6,1.2
4016192,"Kilmaine Primary School, Bangor",Controlled,North Down,659.0,"Towerview Primary School, Bangor",Controlled,1.1,3.9
4016201,"Academy Primary School, Ballynahinch",Controlled,Strangford,448.0,"St Caolan's Primary School, Saintfield",Catholic Maintained,4.4,61.4
4016202,Ballinderry Primary School,Controlled,Lagan Valley,267.0,"Ballymacrickett Primary School, Glenavy",Catholic Maintained,3.7,43.7
4016235,Downpatrick Primary School,Controlled,South Down,206.0,"Our Lady & St Patrick Primary School, Downpatrick",Catholic Maintained,0.7,1.6
4016396,"Killinchy Primary School, Newtownards",Controlled,Strangford,330.0,"Derryboy Primary School, Crossgar",Controlled,5.2,84.2
4016399,"Abbey Primary School, Newtownards",Controlled,Strangford,605.0,"Castle Gardens Primary School, Newtownards",Controlled,0.9,2.3
4016401,"Pond Park Primary School, Lisburn",Controlled,Lagan Valley,626.0,"Killowen Primary School, Lisburn",Controlled,0.6,1.2
4016417,Maghaberry Primary School,Controlled,Lagan Valley,305.0,"Rowandale Integrated Primary School, Moira",GMI,3.3,35.0
4016430,"Ballymagee Primary School, Bangor",Controlled,North Down,413.0,"Kilmaine Primary School, Bangor",Controlled,1.1,4.0
4016441,"Ballymacash Primary School, Lisburn",Controlled,Lagan Valley,466.0,"Killowen Primary School, Lisburn",Controlled,1.3,5.3
4016503,"Brooklands Primary School, Belfast",Controlled,Belfast East,595.0,Dundonald Primary School,Controlled,0.7,1.6
4016615,Riverdale Primary School,Controlled,Lagan Valley,204.0,"Largymore Primary School, Lisburn",Controlled,3.7,42.8
4016636,Meadow Bridge Primary School,Controlled,Lagan Valley,292.0,"Rowandale Integrated Primary School, Moira",GMI,4.1,52.6
4016649,"Downshire Primary School, Hillsborough",Controlled,Lagan Valley,651.0,"Old Warren Primary School, Lisburn",Controlled,4.5,63.0
4016650,"Cumran Primary School, Downpatrick",Controlled,South Down,200.0,"Sacred Heart Primary School, Newcastle",Catholic Maintained,3.4,36.6
4016681,"Glasswater Primary School, Downpatrick",Controlled,South Down,77.0,"Cedar Integrated Primary School, Crossgar",GMI,0.6,1.0
4030573,"Ballymacward Primary School, Lisburn",Catholic Maintained,South Antrim,89.0,"Ballycarrickmaddy Primary School, Lisburn",Controlled,4.0,49.6
4030823,"Ballymacrickett Primary School, Glenavy",Catholic Maintained,South Antrim,344.0,Ballinderry Primary School,Controlled,3.7,43.7
4030897,"St Joseph's Primary School, Lisburn",Catholic Maintained,Lagan Valley,385.0,"Brownlee Primary School, Lisburn",Controlled,0.2,0.1
4031328,"Christ the King Primary School, Drumaness",Catholic Maintained,South Down,70.0,"Spa Primary School, Ballynahinch",Controlled,2.9,26.2
4031350,"St Malachy's Primary School, Kilclief",Catholic Maintained,South Down,36.0,"St Mary's Primary School, Ardglass(Dunsford",Catholic Maintained,3.5,39.2
4031485,"St Caolan's Primary School, Saintfield",Catholic Maintained,Strangford,91.0,"Derryboy Primary School, Crossgar",Controlled,2.4,18.3
4031526,"St Patrick's Primary School, Saul",Catholic Maintained,South Down,184.0,"St Brigid's Primary School, Downpatrick",Catholic Maintained,3.9,48.4
4031531,"St Francis' Primary School, Drumaroad",Catholic Maintained,South Down,92.0,"Christ the King Primary School, Drumaness",Catholic Maintained,3.9,47.4
4031550,"St Joseph's Primary School, Crossgar",Catholic Maintained,Strangford,130.0,"Cedar Integrated Primary School, Crossgar",GMI,0.8,1.9
4031628,"St Patrick's Primary School, Holywood",Catholic Maintained,North Down,303.0,Holywood Primary School,Controlled,0.3,0.2
4031660,"St Joseph's Primary School, Carryduff",Catholic Maintained,Belfast South,527.0,"Carryduff Primary School, Belfast",Controlled,1.8,9.8
4031662,"St Mary's Primary School, Comber",Catholic Maintained,Strangford,84.0,Comber Primary School,Controlled,0.6,1.2
4031663,"St Joseph's Primary School, Carnacaville",Catholic Maintained,South Down,195.0,"St Mary's Primary School, Newcastle",Catholic Maintained,2.3,16.0
4031665,"St Patrick's Primary School, Ballynahinch",Catholic Maintained,Strangford,260.0,"Drumlins Integrated Primary School, Ballynahinch",GMI,0.3,0.4
4031671,"St Patrick's Primary School, Castlewellan",Catholic Maintained,South Down,37.0,"St Malachy's Primary School, Castlewellan",Catholic Maintained,1.7,8.6
4031673,"St Mary's Primary School, Ardglass(Dunsford",Catholic Maintained,South Down,87.0,"St Malachy's Primary School, Kilclief",Catholic Maintained,3.5,39.2
4031676,"St Bernards Primary School, Belfast",Catholic Maintained,Belfast South,437.0,"Knockbreda Primary School, Belfast",Controlled,0.1,0.0
4033002,"St Mary's Primary School, Aughlisnafin",Catholic Maintained,South Down,88.0,"Annsborough Integrated Primary School, Castlewellan",Controlled Integrated,2.0,12.3
4033005,"St Joseph's Primary School, Strangford",Catholic Maintained,South Down,87.0,"St Mary's Primary School, Portaferry",Catholic Maintained,1.5,7.0
4033007,"St Macartan's Primary School, Downpatrick",Catholic Maintained,South Down,171.0,"Christ the King Primary School, Drumaness",Catholic Maintained,3.8,45.4
4033008,"St Anne's Primary School, Donaghadee",Catholic Maintained,North Down,10.0,Donaghadee Primary School,Controlled,0.3,0.3
4033012,"Holy Family Primary School, Downpatrick",Catholic Maintained,South Down,186.0,"Cedar Integrated Primary School, Crossgar",GMI,3.2,31.7
4033017,"St Finian's Primary School, Newtownards",Catholic Maintained,Strangford,153.0,"Victoria Primary School, Newtownards",Controlled,0.3,0.4
4033028,"St Patrick's Primary School, Ballygalget",Catholic Maintained,Strangford,120.0,"Kirkistown Primary School, Newtownards",Controlled,3.9,46.7
4033036,"St Mary's Primary School, Killyleagh",Catholic Maintained,Strangford,76.0,"Killyleagh Integrated Primary School, Downpatrick",Controlled Integrated,0.5,0.9
4033037,"St Joseph's Primary School, Tyrella",Catholic Maintained,South Down,52.0,"Sacred Heart Primary School, Newcastle",Catholic Maintained,3.8,45.3
4033040,"St Brigid's Primary School, Downpatrick",Catholic Maintained,South Down,265.0,"Our Lady & St Patrick Primary School, Downpatrick",Catholic Maintained,0.9,2.4
4033306,"St Aloysius Primary School, Lisburn",Catholic Maintained,Lagan Valley,448.0,"Knockmore Primary School, Lisburn",Controlled,0.7,1.4
4033307,"St Colman's Primary School, Lisburn",Catholic Maintained,Lagan Valley,393.0,"Harmony Hill Primary School, Lisburn",Controlled,0.7,1.3
4036016,"St Joseph's Primary School, Killough",Catholic Maintained,South Down,59.0,"St Nicholas' Primary School, Downpatrick",Catholic Maintained,2.3,16.7
4036036,"St Malachy's Primary School, Kilcoo",Catholic Maintained,South Down,182.0,"St Matthew's Primary School, Magheramayo",Catholic Maintained,3.9,48.2
4036113,"St Nicholas' Primary School, Downpatrick",Catholic Maintained,South Down,167.0,"St Joseph's Primary School, Killough",Catholic Maintained,2.3,16.7
4036133,"Sacred Heart Primary School, Newcastle",Catholic Maintained,South Down,122.0,"Cumran Primary School, Downpatrick",Controlled,3.4,36.6
4036146,"St Comgall's Primary School, Bangor",Catholic Maintained,North Down,311.0,"Grange Park Primary School, Bangor",Controlled,0.4,0.4
4036148,"St Malachy's Primary School, Bangor",Catholic Maintained,North Down,404.0,"Kilcooley Primary School, Bangor",Controlled,0.6,1.0
4036182,St Colmcille's Primary School,Catholic Maintained,South Down,368.0,"Our Lady & St Patrick Primary School, Downpatrick",Catholic Maintained,1.2,4.2
4036285,"Good Shepherd Primary School, Belfast",Catholic Maintained,Belfast West,364.0,St Kieran's Primary School,Catholic Maintained,0.6,1.2
4036428,"St Mary's Primary School, Kircubbin",Catholic Maintained,Strangford,142.0,"Kircubbin Integrated Primary School, Newtownards",Controlled Integrated,0.2,0.2
4036454,"St Malachy's Primary School, Castlewellan",Catholic Maintained,South Down,388.0,"Bunscoil Bheanna Boirche, Castlewellan",Other Maintained,0.6,1.0
4036455,"St Patrick's Primary School, Legamaddy",Catholic Maintained,South Down,164.0,St Colmcille's Primary School,Catholic Maintained,3.3,34.7
4036480,St Kieran's Primary School,Catholic Maintained,Belfast West,366.0,"Good Shepherd Primary School, Belfast",Catholic Maintained,0.6,1.2
4036530,"St Mary's Primary School, Portaferry",Catholic Maintained,Strangford,170.0,Portaferry Integrated Primary School,Controlled Integrated,0.4,0.5
4036591,"Our Lady Queen of Peace Primary School, Belfast",Catholic Maintained,Belfast West,369.0,"Holy Evangelist Primary School, Belfast",Catholic Maintained,0.7,1.7
4036618,"Christ The Redeemer Primary School, Dunmurry",Catholic Maintained,Belfast West,685.0,Scoil Na Fuiseoige,Other Maintained,0.3,0.4
4036635,"St Mary's Primary School, Newcastle",Catholic Maintained,South Down,381.0,Newcastle Primary School,Controlled,0.3,0.4
4036642,"St Ita's Primary School, Belfast",Catholic Maintained,Belfast South,709.0,"Belvoir Park Primary School, Belfast",Controlled,1.3,5.6
4036693,"Our Lady & St Patrick Primary School, Downpatrick",Catholic Maintained,South Down,392.0,Downpatrick Primary School,Controlled,0.7,1.6
4036702,"Holy Evangelist Primary School, Belfast",Catholic Maintained,Belfast West,530.0,Scoil Na Fuiseoige,Other Maintained,0.6,1.3
4046600,Scoil Na Fuiseoige,Other Maintained,Belfast West,175.0,"Christ The Redeemer Primary School, Dunmurry",Catholic Maintained,0.3,0.4
4046648,"Bunscoil Bheanna Boirche, Castlewellan",Other Maintained,South Down,157.0,"St Malachy's Primary School, Castlewellan",Catholic Maintained,0.6,1.0
4051569,"Kircubbin Integrated Primary School, Newtownards",Controlled Integrated,Strangford,196.0,"St Mary's Primary School, Kircubbin",Catholic Maintained,0.2,0.2
4051601,Portaferry Integrated Primary School,Controlled Integrated,Strangford,65.0,"St Mary's Primary School, Portaferry",Catholic Maintained,0.4,0.5
4051680,Bangor Central Integrated Primary School,Controlled Integrated,North Down,486.0,"St Comgall's Primary School, Bangor",Catholic Maintained,1.2,4.6
4053009,"Annsborough Integrated Primary School, Castlewellan",Controlled Integrated,South Down,32.0,"Bunscoil Bheanna Boirche, Castlewellan",Other Maintained,1.8,10.0
4053020,"Glencraig Integrated Primary School, Holywood",Controlled Integrated,North Down,237.0,"Crawfordsburn Primary School, Bangor",Controlled,2.7,22.9
4053308,"Fort Hill Integrated Primary School, Lisburn",Controlled Integrated,Lagan Valley,231.0,"St Joseph's Primary School, Lisburn",Catholic Maintained,0.7,1.5
4056541,"All Children's Integrated Primary School, Newcastle",Controlled Integrated,South Down,210.0,Newcastle Primary School,Controlled,1.8,10.4
4056709,"Killyleagh Integrated Primary School, Downpatrick",Controlled Integrated,Strangford,124.0,"St Mary's Primary School, Killyleagh",Catholic Maintained,0.5,0.9
4056710,"Loughries Integrated Primary School, Newtownards",Controlled Integrated,Strangford,90.0,"Abbey Primary School, Newtownards",Controlled,2.2,15.3
4066579,"Loughview Integrated Primary School, Belfast",GMI,Belfast South,471.0,"Leadhill Primary School, Belfast",Controlled,0.6,1.3
4066588,"Cedar Integrated Primary School, Crossgar",GMI,South Down,229.0,"Glasswater Primary School, Downpatrick",Controlled,0.6,1.0
4066611,Oakwood Integrated Primary School,GMI,Lagan Valley,213.0,"Seymour Hill Primary School, Belfast",Controlled,0.6,1.1
4066644,"Millennium Integrated Primary School, Saintfield",GMI,Strangford,439.0,"Carryduff Primary School, Belfast",Controlled,2.8,25.3
4066668,"Drumlins Integrated Primary School, Ballynahinch",GMI,Strangford,210.0,"St Patrick's Primary School, Ballynahinch",Catholic Maintained,0.3,0.4
4066682,"Rowandale Integrated Primary School, Moira",GMI,Lagan Valley,354.0,Moira Primary School,Controlled,2.3,16.3
4610063,Regent House Preparatory,Controlled,Strangford,81.0,Newtownards Model Primary School,Controlled,0.4,0.4
4620044,"Sullivan Upper Preparatory, Holywood",Voluntary,North Down,176.0,"St Patrick's Primary School, Holywood",Catholic Maintained,0.4,0.5
4620050,"Friends' School Preparatory, Lisburn",Voluntary,Lagan Valley,142.0,"Wallace High Preparatory, Lisburn",Voluntary,0.4,0.5
4620051,"Wallace High Preparatory, Lisburn",Voluntary,Lagan Valley,125.0,"Friends' School Preparatory, Lisburn",Voluntary,0.4,0.5
5010909,"Foley Primary School, Tassagh",Controlled,Newry And Armagh,153.0,"Lisnadill Primary School, Armagh",Controlled,3.1,31.0
5010992,Lurgan Model Primary School,Controlled,Upper Bann,231.0,"St Francis' Primary School, Lurgan",Catholic Maintained,0.8,2.2
5011019,"Mullaglass Primary School, Newry",Controlled,Newry And Armagh,91.0,"St Peter's Primary School, Cloughreagh",Catholic Maintained,2.1,13.5
5011095,"Mullavilly Primary School, Tandragee",Controlled,Newry And Armagh,113.0,"Derryhale Primary School, Portadown",Controlled,2.3,16.4
5011112,"Hardy Memorial Primary School, Richhill",Controlled,Newry And Armagh,446.0,"Hamiltonsbawn Primary School, Armagh",Controlled,3.1,29.4
5011115,"The Armstrong Primary School, Armagh",Controlled,Newry And Armagh,487.0,Armagh Royal Preparatory Department,Voluntary,0.2,0.1
5011116,"Tandragee Primary School, Tandragee",Controlled,Newry And Armagh,354.0,"Mullavilly Primary School, Tandragee",Controlled,2.7,23.4
5011119,Darkley Primary School,Controlled,Newry And Armagh,114.0,"Clea Primary School, Keady",Catholic Maintained,2.1,14.3
5011124,"King's Park Primary School, Lurgan",Controlled,Upper Bann,674.0,"Dickson Primary School, Lurgan",Controlled,1.1,3.5
5011127,"Carrick Primary School, Lurgan",Controlled,Upper Bann,454.0,"St Francis' Primary School, Lurgan",Catholic Maintained,0.7,1.8
5011129,"Hart Memorial Primary School, Portadown",Controlled,Upper Bann,448.0,"Millington Primary School, Portadown",Controlled,0.7,1.5
5011132,"Killylea Primary School, Armagh",Controlled,Newry And Armagh,97.0,"Churchill Primary School, Caledon",Controlled,4.1,52.9
5011137,Newtownhamilton Primary School,Controlled,Newry And Armagh,56.0,"St Michael's Primary School, Newtownhamilton",Catholic Maintained,0.9,2.3
5011142,"Clare Primary School, Tandragee",Controlled,Newry And Armagh,136.0,"Tandragee Primary School, Tandragee",Controlled,4.0,51.2
5011153,"Lisnadill Primary School, Armagh",Controlled,Newry And Armagh,148.0,"Foley Primary School, Tassagh",Controlled,3.1,31.0
5011157,"Derryhale Primary School, Portadown",Controlled,Newry And Armagh,74.0,"Mullavilly Primary School, Tandragee",Controlled,2.3,16.4
5011161,Mountnorris Primary School,Controlled,Newry And Armagh,112.0,"St Teresa's Primary School, Tullyherron",Catholic Maintained,1.4,6.3
5011165,Richmount Primary School,Controlled,Upper Bann,98.0,"St John the Baptist Primary School, Portadown",Catholic Maintained,3.1,30.8
5011174,"Birches Primary School, Portadown",Controlled,Upper Bann,188.0,"St Mary's Primary School, Maghery",Catholic Maintained,2.9,27.3
5011175,"Cortamlet Primary School, Altnamackin",Controlled,Newry And Armagh,74.0,"St Michael's Primary School, Newtownhamilton",Catholic Maintained,3.5,37.5
5011179,"Bessbrook Primary School, Newry",Controlled,Newry And Armagh,121.0,"St Joseph's Primary School, Bessbrook",Catholic Maintained,0.4,0.6
